id,full_name,short_name,division_id,district,state
263,LOTANA,LAN,15,VADODARA,GUJARAT
264,MAHUDHA,MHUA,15,KHEDA,GUJARAT
265,MALSAR,MLSR,15,VADODARA,GUJARAT
266,MODASA,MDSA,15,ARVALLI,GUJARAT
267,MOTI KORAL,MKRL,15,VADODARA,GUJARAT
268,NADA,NADA,15,BHARUCH,GUJARAT
269,NARESHWAR ROAD,NRUR,15,VADODARA,GUJARAT
270,PARIKHA,PRKA,15,VADODARA,GUJARAT
271,PUNIYAVANT,PQT,15,CHHOTAUDEPUR,GUJARAT
272,SANIYAD,SNAD,15,VADODARA,GUJARAT
273,SINOR,SINR,15,VADODARA,GUJARAT
274,SUSKAL,SSKL,15,VADODARA,GUJARAT
275,THUWAVI,TWV,15,AHMADABAD,GUJARAT
276,VADAJ,VRJ,15,VADODARA,GUJARAT
277,VADALI LUTER ROAD,VLTR,15,KHEDA,GUJARAT
278,VADHVANA,VAN,15,VADODARA,GUJARAT
279,VIRSAD,VRS,15,ANAND,GUJARAT
280,VADODARA JN.,BRC,15,VADODARA,GUJARAT
281,ANAND JN.,ANND,15,ANAND,GUJARAT
282,ANKLESHWAR JN.,AKV,15,BHARUCH,GUJARAT
283,BHARUCH JN.,BH,15,BHARUCH,GUJARAT
284,NADIAD JN.,ND,15,KHEDA,GUJARAT
285,KIM,KIM,15,SURAT,GUJARAT
286,KOSAMBA JN.,KSB,15,SURAT,GUJARAT
287,MAHEMADAVAD KHEDA RO,MHD,15,KHEDA,GUJARAT
288,MIYAGAM KARJAN JN.,MYG,15,VADODARA,GUJARAT
289,DEROL,DRL,15,PANCH MAHALS,GUJARAT
290,GODHRA JN.,GDA,15,PANCH MAHALS,GUJARAT
291,KHAMBHAT,CBY,15,ANAND,GUJARAT
292,PALEJ,PLJ,15,BHARUCH,GUJARAT
293,PETLAD JN.,PTD,15,ANAND,GUJARAT
294,VISHVAMITRI JN,VS,15,VADODARA,GUJARAT
295,ADAS  ROAD,ADD,15,ANAND,GUJARAT
296,ANGADI,AGCI,15,KHEDA,GUJARAT
297,BAJVA,BJW,15,VADODARA,GUJARAT
298,BAKROL,BKRL,15,PANCH MAHALS,GUJARAT
299,BAREJADI (NANDEJ),BJD,15,AHMADABAD,GUJARAT
300,BHALEJ,BAJ,15,ANAND,GUJARAT
301,Bhatpur,BTPR,15,,GUJARAT
302,BOCHASAN JN.,BCHN,15,ANAND,GUJARAT
303,BODELI,BDE,15,VADODARA,GUJARAT
304,CHAMPANER ROAD  JN.,CPN,15,VADODARA,GUJARAT
305,CHAVAJ,CVJ,15,BHARUCH,GUJARAT
306,CHHAYAPURI,CYI,15,VADODARA,GUJARAT
307,CHHOTA UDEPUR,CTD,15,CHHOTAUDEPUR,GUJARAT
308,CHHUCHHAPURA JN.,CCP,15,VADODARA,GUJARAT
309,CHORANDA JN.,CRND,15,VADODARA,GUJARAT
310,DABHOI JN.,DB,15,VADODARA,GUJARAT
311,DAHEJ,DGFJ,15,BHARUCH,GUJARAT
312,DAKOR,DK,15,KHEDA,GUJARAT
313,GERATPUR,GER,15,AHMADABAD,GUJARAT
314,GOTHAJ,GTE,15,KHEDA,GUJARAT
315,GOTHANGAM,GTX,15,SURAT,GUJARAT
316,HATHURAN,HAT,15,SURAT,GUJARAT
317,ITOLA,ITA,15,VADODARA,GUJARAT
318,KANIJ,KANJ,15,KHEDA,GUJARAT
319,KANJARI BORIYAVI,KBRV,15,KHEDA,GUJARAT
320,KASHIPURA SARAR,KSPR,15,VADODARA,GUJARAT
321,KATHANA,KTNA,15,ANAND,GUJARAT
322,KHARSALIYA,KRSA,15,PANCH MAHALS,GUJARAT
323,KOSAD,KSE,15,SURAT,GUJARAT
324,LAKODRA,LKD,15,VADODARA,GUJARAT
325,MAKARPURA,MPR,15,VADODARA,GUJARAT
326,NABIPUR,NIU,15,BHARUCH,GUJARAT
327,NANDESARI,NDR,15,VADODARA,GUJARAT
328,NENPUR,NEP,15,KHEDA,GUJARAT
329,ODE,ODE,15,ANAND,GUJARAT
330,PANOLI,PAO,15,BHARUCH,GUJARAT
331,PAVI,PAVI,15,VADODARA,GUJARAT
332,PILOL,PIO,15,VADODARA,GUJARAT
333,PRATAP NAGAR,PRTN,15,VADODARA,GUJARAT
334,RANOLI,RNO,15,VADODARA,GUJARAT
335,SADANAPURA,SNA,15,ANAND,GUJARAT
336,SAMLAYA JN.,SMLA,15,VADODARA,GUJARAT
337,SAYAN,SYN,15,SURAT,GUJARAT
338,SEVALIYA,SVL,15,PANCH MAHALS,GUJARAT
339,THASRA,TAS,15,KHEDA,GUJARAT
340,TIMBA  ROAD,TBA,15,PANCH MAHALS,GUJARAT
341,TUWA,TUWA,15,PANCH MAHALS,GUJARAT
342,UMRETH,UMH,15,ANAND,GUJARAT
343,UTARSANDA,UTD,15,KHEDA,GUJARAT
344,UTRAN,URN,15,SURAT,GUJARAT
345,VADOD,VXD,15,ANAND,GUJARAT
346,VALLABH-VIDHYA NAGAR,VLYN,15,ANAND,GUJARAT
347,VAREDIYA,VRE,15,BHARUCH,GUJARAT
348,VARNAMA,VRM,15,VADODARA,GUJARAT
349,VASAD  JN.,VDA,15,ANAND,GUJARAT
350,VAVADI KHURD,VKG,15,PANCH MAHALS,GUJARAT
351,AMRELI PARA,AEP,19,AMRELI,GUJARAT
352,ARNEJ,AEJ,19,KHEDA,GUJARAT
353,BADODAR,BDDR,19,JUNAGADH,GUJARAT
354,DUNGAR JN.,DGJ,19,AMRELI,GUJARAT
355,GIR GADHARA,GEG,19,AHMADABAD,GUJARAT
356,HADMADIYA,HRM,19,AHMADABAD,GUJARAT
357,KOTHARIYA,RKY,19,RAJKOT,GUJARAT
358,MADHADA,MDHA,19,BHAVNAGAR,GUJARAT
359,TARSAI,TRSR,19,JAMNAGAR,GUJARAT
360,AMRITVEL,AVL,19,BHAVNAGAR,GUJARAT
361,BADHADA,BDHA,19,AMRELI,GUJARAT
362,BAJUD,BJUD,19,BHAVNAGAR,GUJARAT
363,BANDHNATH,BNTH,19,JUNAGADH,GUJARAT
364,BHEMSWADI,BSWD,19,AMRELI,GUJARAT
365,CHITRAWAD,CTRD,19,GIR SOMNATH,GUJARAT
366,CHOKI SORATH,CKE,19,JUNAGADH,GUJARAT
367,DHOLI (BHAL),DIBL,19,AHMADABAD,GUJARAT
368,GHATWAD,GTWD,19,AHMADABAD,GUJARAT
369,GIR HADMATIYA,GRHM,19,AHMADABAD,GUJARAT
370,GODHANESWAR,GS,19,AHMADABAD,GUJARAT
371,GOMTA,GTT,19,AHMADABAD,GUJARAT
372,HATHIGADH,HTGR,19,AHMADABAD,GUJARAT
373,INGORALA,IGRL,19,BHAVNAGAR,GUJARAT
374,JAMBUR,JBB,19,JUNAGADH,GUJARAT
375,JAMWALA,JVL,19,GIR SOMNATH,GUJARAT
376,JASHAPAR,JSPR,19,JAMNAGAR,GUJARAT
377,JETALVAD,JTV,19,JUNAGADH,GUJARAT
378,JIRA ROAD,JIR,19,AMRELI,GUJARAT
379,JUNICHAVAND,JCN,19,JUNAGADH,GUJARAT
380,KANAD,KNAD,19,BHAVNAGAR,GUJARAT
381,KATHKOLA,KTLA,19,JAMNAGAR,GUJARAT
382,LOLIYA,LO,19,SURENDRANAGAR,GUJARAT
383,MARIYANA,MRYA,19,AMRELI,GUJARAT
384,MOTA-JADRA,MQZ,19,BHAVNAGAR,GUJARAT
385,PANCHTALAVDA ROAD,PCT,19,AMRELI,GUJARAT
386,RANA BORDI,RNBD,19,PORBANDAR,GUJARAT
387,RAYAKA,RY,19,AHMADABAD,GUJARAT
388,SAJANVAV ROAD,SJF,19,AMRELI,GUJARAT
389,SAKHPUR,SKR,19,PORBANDAR,GUJARAT
390,SANDHANIDHAR,SDHR,19,GIR SOMNATH,GUJARAT
391,SUPEDI,SPD,19,RAJKOT,GUJARAT
392,TORNIYA,TORA,19,JUNAGADH,GUJARAT
393,VADIYA DEVLI,VDV,19,AMRELI,GUJARAT
394,VALADAR,VLDR,19,GIR SOMNATH,GUJARAT
395,VAVERA,VVV,19,AMRELI,GUJARAT
396,VEJALKA,VJK,19,SURENDRANAGAR,GUJARAT
397,BHAVNAGAR TERMINUS,BVC,19,BHAVNAGAR,GUJARAT
398,BOTAD JN.,BTD,19,BOTAD,GUJARAT
399,JUNAGADH JN.,JND,19,JUNAGADH,GUJARAT
400,PALITANA,PIT,19,BHAVNAGAR,GUJARAT
401,PORBANDAR,PBR,19,PORBANDAR,GUJARAT
402,Somnath,SMNH,19,,GUJARAT
403,VERAVAL,VRL,19,GIR SOMNATH,GUJARAT
404,BHAVANAGAR PARA,BVP,19,BHAVNAGAR,GUJARAT
405,DHOLA JN.,DLJ,19,BHAVNAGAR,GUJARAT
406,GANDHIGRAM,GG,19,AHMADABAD,GUJARAT
407,GONDAL,GDL,19,RAJKOT,GUJARAT
408,JETALSAR JN.,JLR,19,RAJKOT,GUJARAT
409,JORAVARNAGAR,JVN,19,SURENDRANAGAR,GUJARAT
410,KESHOD,KSD,19,JUNAGADH,GUJARAT
411,LIMBDI,LM,19,SURENDRANAGAR,GUJARAT
412,MALIYA HATINA,MLHA,19,JUNAGADH,GUJARAT
413,NAVAGADH,NUD,19,RAJKOT,GUJARAT
414,SAVARKUNDLA,SVKD,19,AMRELI,GUJARAT
415,SIHOR JN,SOJN,19,BHAVNAGAR,GUJARAT
416,SONGADH,SGD,19,BHAVNAGAR,GUJARAT
417,ADARI ROAD,ADE,19,JUNAGADH,GUJARAT
418,ALAMPUR,ALMR,19,BHAVNAGAR,GUJARAT
419,ALAU,AAZ,19,BOTAD,GUJARAT
420,AMRELI,AE,19,AMRELI,GUJARAT
421,BALWA,WAB,19,JAMNAGAR,GUJARAT
422,BAVLA,VLA,19,AHMADABAD,GUJARAT
423,BHADER,BADR,19,AMRELI,GUJARAT
424,BHANVAD,BNVD,19,JAMNAGAR,GUJARAT
425,BHAYAVADAR,BHY,19,RAJKOT,GUJARAT
426,BHIMNATH,BNH,19,AHMADABAD,GUJARAT
427,BILKHA,BILK,19,JUNAGADH,GUJARAT
428,CHALALA,CLC,19,AMRELI,GUJARAT
429,CHANDARAVA,CDV,19,BOTAD,GUJARAT
430,CHITAL,CTL,19,AMRELI,GUJARAT
431,CHORWAD ROAD.,CVR,19,GIR SOMNATH,GUJARAT
432,CHUDA,CDA,19,SURENDRANAGAR,GUJARAT
433,DAMNAGAR,DME,19,AMRELI,GUJARAT
434,DELVADA,DVA,19,GIR SOMNATH,GUJARAT
435,DHANDHUKA,DCK,19,AHMADABAD,GUJARAT
436,DHARI,DARI,19,AMRELI,GUJARAT
437,DHASA JN.,DAS,19,BOTAD,GUJARAT
438,DHOLKA,DOK,19,AHMADABAD,GUJARAT
439,DHORAJI,DJI,19,RAJKOT,GUJARAT
440,GADHAKDA,GKD,19,AMRELI,GUJARAT
441,GOP JAM,GPP,19,JAMNAGAR,GUJARAT
442,HADALA BHAL,HLB,19,SURENDRANAGAR,GUJARAT
443,JALILA ROAD,JIL,19,BOTAD,GUJARAT
444,JALIYA,JA,19,BHAVNAGAR,GUJARAT
445,JAM JODHPUR,JDH,19,JAMNAGAR,GUJARAT
446,JETPUR,JTP,19,RAJKOT,GUJARAT
447,KANSIYA NES,KANS,19,GIR SOMNATH,GUJARAT
448,KHAKHRAIYA,KKK,19,AMRELI,GUJARAT
449,KHIJADIYA JN.,KJV,19,AMRELI,GUJARAT
450,KHODIYAR-MANDIR,KDMR,19,BHAVNAGAR,GUJARAT
451,KODINAR,KODR,19,AHMADABAD,GUJARAT
452,KOTHA GANGAD,KTGD,19,AHMADABAD,GUJARAT
453,KUNDLI,KDI,19,BOTAD,GUJARAT
454,KUNKAVAV JN.,KKV,19,AMRELI,GUJARAT
455,LALPUR JAM,LPJ,19,JAMNAGAR,GUJARAT
456,LATHI,LAT,19,AMRELI,GUJARAT
457,LATHIDAD,LTD,19,BOTAD,GUJARAT
458,LILIYA MOTA,LMO,19,AMRELI,GUJARAT
459,LOTHAL BHURKHI,LHBK,19,AHMADABAD,GUJARAT
460,LUNIDHAR,LDU,19,AMRELI,GUJARAT
461,LUSHALA,LAL,19,JUNAGADH,GUJARAT
462,MAHUVA JN.,MHV,19,BHAVNAGAR,GUJARAT
463,MORAIYA,MORA,19,AHMADABAD,GUJARAT
464,NINGALA,NGA,19,BHAVNAGAR,GUJARAT
465,PANELI MOTI,PLM,19,RAJKOT,GUJARAT
466,PRACHI ROAD  JN.,PCC,19,GIR SOMNATH,GUJARAT
467,RAJULA CITY,RJU,19,AMRELI,GUJARAT
468,RAJULA JN.,RLA,19,AMRELI,GUJARAT
469,RANAVAV,RWO,19,PORBANDAR,GUJARAT
470,RANPUR,RUR,19,BOTAD,GUJARAT
471,RIBADA,RBR,19,RAJKOT,GUJARAT
472,SANOSRA,SOA,19,BHAVNAGAR,GUJARAT
473,SARANGPUR ROAD,SAPR,19,SURENDRANAGAR,GUJARAT
474,SARKHEJ,SEJ,19,AHMADABAD,GUJARAT
475,SASAN GIR,SASG,19,GIR SOMNATH,GUJARAT
476,SATADHAR,STDR,19,JUNAGADH,GUJARAT
477,SAVNI,SVB,19,GIR SOMNATH,GUJARAT
478,SHAPUR,SHH,19,JUNAGADH,GUJARAT
479,SURENDRANAGAR GATE,SRGT,19,SURENDRANAGAR,GUJARAT
480,TAGDI,TID,19,AHMADABAD,GUJARAT
481,TALALA JN.,TAV,19,GIR SOMNATH,GUJARAT
482,UJALVAV,UJ,19,BHAVNAGAR,GUJARAT
483,UNA,UNA,19,GIR SOMNATH,GUJARAT
484,UPLETA,UA,19,RAJKOT,GUJARAT
485,VADAL,VAL,19,JUNAGADH,GUJARAT
486,VARTEJ,VTJ,19,BHAVNAGAR,GUJARAT
487,VASTRAPUR,VTP,19,AHMADABAD,GUJARAT
488,VAVDI,VVD,19,AMRELI,GUJARAT
489,VIJPADI ROAD,VJD,19,AMRELI,GUJARAT
490,VIRPUR,VRR,19,RAJKOT,GUJARAT
491,VISAVADAR,VSW,19,JUNAGADH,GUJARAT
492,WADHWAN CITY,WC,19,SURENDRANAGAR,GUJARAT
493,WANSJALIYA JN.,WSJ,19,JAMNAGAR,GUJARAT
494,DHUVA,DU,18,MORBI,GUJARAT
495,RAFLESHWAR,RF,18,MORBI,GUJARAT
496,RAJKOT JN.,RJT,18,RAJKOT,GUJARAT
497,JAMNAGAR,JAM,18,JAMNAGAR,GUJARAT
498,DWARKA,DWK,18,DEVBHUMI DWARKA,GUJARAT
499,SURENDRANAGAR,SUNR,18,SURENDRANAGAR,GUJARAT
500,BHAKTINAGAR,BKNG,18,RAJKOT,GUJARAT
501,HAPA,HAPA,18,JAMNAGAR,GUJARAT
502,KANALUS,KNLS,18,JAMNAGAR,GUJARAT
503,KHAMBHALIYA,KMBL,18,DEVBHUMI DWARKA,GUJARAT
504,MITHAPUR,MTHP,18,DEVBHUMI DWARKA,GUJARAT
505,MORBI,MVI,18,MORBI,GUJARAT
506,OKHA,OKHA,18,DEVBHUMI DWARKA,GUJARAT
507,PADADHARI,PDH,18,RAJKOT,GUJARAT
508,THAN JN.,THAN,18,SURENDRANAGAR,GUJARAT
509,WANKANER JN.,WKR,18,MORBI,GUJARAT
510,ALIYAWADA,ALB,18,JAMNAGAR,GUJARAT
511,AMARSAR,AXA,18,MORBI,GUJARAT
512,BALA ROAD,BLRD,18,SURENDRANAGAR,GUJARAT
513,BARWALA ROAD,BRL,18,AHMADABAD,GUJARAT
514,BHATEL,BHTL,18,DEVBHUMI DWARKA,GUJARAT
515,BHATIYA,BHTA,18,DEVBHUMI DWARKA,GUJARAT
516,BHOPALKA,BPKA,18,DEVBHUMI DWARKA,GUJARAT
